"subject" "activity"
"2356" 0.25913029 NA
"2357" 0.25913867 NA
"2358" 0.25913966 "STANDING"
"2359" 0.25915263 NA
"2360" 0.25916118 NA
"2361" 0.25917205 NA
"2362" 0.25917245 NA
"2363" 0.25917503 NA
"2364" 0.25924966 "WALKING_DOWNSTAIRS"
"2365" 0.25926263 NA
"2366" 0.25926686 NA
"2367" 0.25927691 NA
"2368" 0.25930825 NA
"2369" 0.25932632 NA
"2370" 0.25938754 NA
"2371" 0.25947524 NA
"2372" 0.25948091 NA
"2373" 0.2595142 NA
"2374" 0.25953975 "WALKING_UPSTAIRS"
"2375" 0.25955873 "SITTING"
"2376" 0.25958788 NA
"2377" 0.25960146 NA
"2378" 0.25960382 "WALKING"
"2379" 0.25965093 NA
"2380" 0.25965798 NA
"2381" 0.25967646 NA
"2382" 0.25968094 "STANDING"
"2383" 0.25968372 NA
"2384" 0.25969449 NA
"2385" 0.2597085 NA
"2386" 0.2597209 NA
"2387" 0.25972893 NA
"2388" 0.25980406 NA
"2389" 0.2598168 NA
"2390" 0.25982635 NA
"2391" 0.25985111 NA
"2392" 0.25987278 NA
"2393" 0.25987765 NA
"2394" 0.25987908 NA
"2395" 0.25994561 NA
"2396" 0.25994947 "WALKING"
"2397" 0.26000493 NA
"2398" 0.26001212 "WALKING"
"2399" 0.26001824 NA
"2400" 0.26002445 NA
"2401" 0.26005733 NA
"2402" 0.26005764 "WALKING_DOWNSTAIRS"
"2403" 0.26006667 NA
"2404" 0.26008257 NA
"2405" 0.26011522 "SITTING"
"2406" 0.26012783 "WALKING_UPSTAIRS"
"2407" 0.26015523 NA
"2408" 0.2601817 NA
"2409" 0.26018564 NA
"2410" 0.26021014 "SITTING"
"2411" 0.26021642 NA
"2412" 0.26025246 "LAYING"
"2413" 0.26027873 NA
"2414" 0.26030422 NA
"2415" 0.26030918 "SITTING"
"2416" 0.26034404 "WALKING"
"2417" 0.2603794 NA
"2418" 0.2604649 NA
"2419" 0.26047972 "STANDING"
"2420" 0.2604804 "SITTING"
"2421" 0.26048943 NA
"2422" 0.26049931 "WALKING_DOWNSTAIRS"
"2423" 0.26051905 "WALKING_DOWNSTAIRS"
"2424" 0.26060306 NA
"2425" 0.26060692 NA
"2426" 0.26063255 "LAYING"
"2427" 0.26064491 NA
"2428" 0.26064856 NA
"2429" 0.26068879 NA
"2430" 0.26069881 NA
"2431" 0.2607563 "LAYING"
"2432" 0.26076161 "WALKING"
"2433" 0.26077756 NA
"2434" 0.26084483 NA
"2435" 0.26084534 NA
"2436" 0.26085696 NA
"2437" 0.26086953 "WALKING_UPSTAIRS"
"2438" 0.26088341 NA
"2439" 0.26089738 NA
"2440" 0.26091345 NA
"2441" 0.26092893 NA
"2442" 0.26093585 "SITTING"
"2443" 0.260936 NA
"2444" 0.26095998 NA
"2445" 0.26097364 "WALKING"
"2446" 0.26097705 NA
"2447" 0.26097738 NA
"2448" 0.26097971 NA
"2449" 0.26098042 NA
"2450" 0.26099022 NA
"2451" 0.26099798 NA
"2452" 0.26101804 NA
"2453" 0.26101928 NA
"2454" 0.26102045 NA
"2455" 0.2610487 NA
"2456" 0.26104953 NA
"2457" 0.26105522 "SITTING"
"2458" 0.26105771 NA
"2459" 0.26108077 "WALKING"
"2460" 0.26110829 NA
"2461" 0.2611185 NA
"2462" 0.26112462 NA
"2463" 0.26112918 "SITTING"
"2464" 0.26113244 NA
"2465" 0.26113838 NA
"2466" 0.26114957 NA
"2467" 0.26117905 NA
"2468" 0.26119037 "LAYING"
"2469" 0.26119716 NA
"2470" 0.26123989 NA
"2471" 0.26126791 NA
"2472" 0.2612768 "STANDING"
"2473" 0.26128319 NA
"2474" 0.26129094 NA
"2475" 0.26131121 NA
"2476" 0.26131547 NA
"2477" 0.26136131 NA
"2478" 0.26138131 NA
"2479" 0.26141234 NA
"2480" 0.261458 NA
"2481" 0.26147751 NA
"2482" 0.26149147 "WALKING_UPSTAIRS"
"2483" 0.26151816 NA
"2484" 0.2615432 NA
"2485" 0.26154755 NA
"2486" 0.26155513 NA
"2487" 0.26155966 NA
"2488" 0.26156636 "WALKING_UPSTAIRS"
"2489" 0.26156848 NA
"2490" 0.26157879 NA
"2491" 0.26158255 NA
"2492" 0.26158945 "SITTING"
"2493" 0.26160157 NA
"2494" 0.26160863 "WALKING_UPSTAIRS"
"2495" 0.26162861 NA
"2496" 0.26163607 NA
"2497" 0.26163924 NA
"2498" 0.2616735 NA
"2499" 0.26170209 "SITTING"
"2500" 0.26172554 NA
"2501" 0.26173982 "WALKING_UPSTAIRS"
"2502" 0.26179698 NA
"2503" 0.26182517 NA
"2504" 0.26184609 "WALKING_DOWNSTAIRS"
"2505" 0.26184852 NA
"2506" 0.26184945 NA
"2507" 0.26185921 NA
"2508" 0.26186166 NA
"2509" 0.26186312 NA
"2510" 0.26186491 NA
"2511" 0.26190329 NA
"2512" 0.2619115 NA
"2513" 0.26191506 NA
"2514" 0.26192646 "STANDING"
"2515" 0.26193321 NA
"2516" 0.26194001 NA
"2517" 0.26195896 NA
"2518" 0.26196529 NA
"2519" 0.2620172 NA
"2520" 0.26202399 NA
"2521" 0.2620264 NA
"2522" 0.26202918 NA
"2523" 0.26206247 NA
"2524" 0.26207188 NA
"2525" 0.26208779 NA
"2526" 0.26209414 NA
"2527" 0.26211586 NA
"2528" 0.26211696 NA
"2529" 0.26212848 NA
"2530" 0.2621316 NA
"2531" 0.26213538 NA
"2532" 0.26214922 NA
"2533" 0.26215272 NA
"2534" 0.2621541 NA
"2535" 0.26215973 NA
"2536" 0.26216154 NA
"2537" 0.26216892 NA
"2538" 0.26217134 NA
"2539" 0.26217511 "WALKING_DOWNSTAIRS"
"2540" 0.26221891 NA
"2541" 0.26222243 "WALKING_UPSTAIRS"
"2542" 0.26222974 "WALKING_DOWNSTAIRS"
"2543" 0.26223937 NA
"2544" 0.26226494 NA
"2545" 0.26226744 NA
"2546" 0.26227624 NA
"2547" 0.26227631 NA
"2548" 0.26227824 "SITTING"
"2549" 0.26228477 NA
"2550" 0.2622916 NA
"2551" 0.26230284 NA
"2552" 0.26232704 NA
"2553" 0.26232825 "WALKING_UPSTAIRS"
"2554" 0.26233524 NA
"2555" 0.26234225 NA
"2556" 0.26234352 NA
"2557" 0.26235586 NA
"2558" 0.26236172 NA
"2559" 0.26236793 "LAYING"
"2560" 0.26237074 NA
"2561" 0.26237218 NA
"2562" 0.26238254 "WALKING_UPSTAIRS"
"2563" 0.26238894 "SITTING"
"2564" 0.26242278 "STANDING"
"2565" 0.26244444 NA
"2566" 0.26248578 "WALKING_DOWNSTAIRS"
"2567" 0.26249881 NA
"2568" 0.26253047 NA
"2569" 0.26253473 NA
"2570" 0.26253657 NA
"2571" 0.26254635 NA
"2572" 0.26256477 NA
"2573" 0.26256997 NA
"2574" 0.26258484 NA
"2575" 0.26259225 NA
"2576" 0.26265734 NA
"2577" 0.26265802 "SITTING"
"2578" 0.26267934 NA
"2579" 0.26268316 NA
"2580" 0.26268394 NA
"2581" 0.2626952 NA
"2582" 0.26272713 NA
"2583" 0.2627601 NA
"2584" 0.26276637 NA
"2585" 0.2627822 NA
"2586" 0.26282518 NA
"2587" 0.26284629 NA
"2588" 0.26284831 NA
"2589" 0.26284943 NA
"2590" 0.26286556 NA
"2591" 0.26287883 "WALKING_DOWNSTAIRS"
"2592" 0.26288167 NA
"2593" 0.262895 NA
"2594" 0.26291889 "LAYING"
"2595" 0.26292 NA
"2596" 0.26294232 "WALKING_UPSTAIRS"
"2597" 0.26295124 NA
"2598" 0.26295204 "WALKING_DOWNSTAIRS"
"2599" 0.2629554 NA
"2600" 0.26297221 NA
"2601" 0.26297624 "WALKING"
"2602" 0.26297821 NA
"2603" 0.26299648 "SITTING"
"2604" 0.26302563 NA
"2605" 0.26303998 "STANDING"
"2606" 0.26307307 "WALKING_DOWNSTAIRS"
"2607" 0.2631234 "WALKING_DOWNSTAIRS"
"2608" 0.26312981 NA
"2609" 0.26313665 NA
"2610" 0.26314515 NA
"2611" 0.26315993 NA
"2612" 0.26318289 NA
"2613" 0.26319093 NA
"2614" 0.26320657 NA
"2615" 0.26324942 NA
"2616" 0.26325359 NA
"2617" 0.26326356 NA
"2618" 0.2632926 "LAYING"
"2619" 0.26333579 NA
"2620" 0.26335273 NA
"2621" 0.26335582 NA
"2622" 0.26338493 NA
"2623" 0.26339038 NA
"2624" 0.26344418 "LAYING"
"2625" 0.26346261 NA
"2626" 0.26346967 NA
"2627" 0.2634923 NA
"2628" 0.26356005 NA
"2629" 0.26358177 NA
"2630" 0.26360681 "LAYING"
"2631" 0.26361114 "WALKING_DOWNSTAIRS"
"2632" 0.26363105 NA
"2633" 0.2636603 NA
"2634" 0.26372306 NA
"2635" 0.26372531 "WALKING_DOWNSTAIRS"
"2636" 0.26374279 "WALKING_UPSTAIRS"
"2637" 0.26374523 NA
"2638" 0.2637474 NA
"2639" 0.26375219 NA
"2640" 0.26375943 "STANDING"
"2641" 0.26377017 "WALKING_DOWNSTAIRS"
"2642" 0.26378409 NA
"2643" 0.2637907 NA
"2644" 0.2638124 NA
"2645" 0.26381656 NA
"2646" 0.26383089 NA
"2647" 0.26383385 NA
"2648" 0.26383763 NA
"2649" 0.26385089 NA
"2650" 0.26396821 NA
"2651" 0.26397042 NA
"2652" 0.26397853 NA
"2653" 0.26399946 NA
"2654" 0.2640154 NA
"2655" 0.26403907 NA
"2656" 0.26409218 NA
"2657" 0.26409696 NA
"2658" 0.26409826 NA
"2659" 0.2641059 NA
"2660" 0.2641304 NA
"2661" 0.26413773 "SITTING"
"2662" 0.26416854 NA
"2663" 0.26417402 NA
"2664" 0.26417866 NA
"2665" 0.26420227 NA
"2666" 0.26420741 NA
"2667" 0.26421068 NA
"2668" 0.26421182 NA
"2669" 0.2642178 "SITTING"
"2670" 0.26422343 NA
"2671" 0.2642618 NA
"2672" 0.26426907 "STANDING"
"2673" 0.26426913 "WALKING_UPSTAIRS"
"2674" 0.26430263 NA
"2675" 0.26432984 NA
"2676" 0.2643551 NA
"2677" 0.26438022 NA
"2678" 0.26438063 NA
"2679" 0.26438295 NA
"2680" 0.26438426 NA
"2681" 0.2643868 NA
"2682" 0.26439312 "WALKING"
"2683" 0.26445366 NA
"2684" 0.26453211 NA
"2685" 0.2645391 "WALKING"
"2686" 0.26454284 NA
"2687" 0.26456646 NA
"2688" 0.26459293 NA
"2689" 0.26460094 NA
"2690" 0.26462594 NA
"2691" 0.26463599 NA
"2692" 0.2646481 NA
"2693" 0.26465899 "LAYING"
"2694" 0.26468173 "WALKING"
"2695" 0.26471073 NA
"2696" 0.26472423 NA
"2697" 0.26475474 NA
"2698" 0.26475519 "LAYING"
"2699" 0.26475951 NA
"2700" 0.2647803 NA
"2701" 0.26478934 NA
"2702" 0.26479228 NA
"2703" 0.2647964 "LAYING"
"2704" 0.26479729 NA
"2705" 0.26482439 "SITTING"
"2706" 0.26484622 "WALKING_DOWNSTAIRS"
"2707" 0.26486367 NA
"2708" 0.26486552 NA
"2709" 0.2648722 NA
"2710" 0.2648933 NA
"2711" 0.26492058 NA
"2712" 0.26492684 NA
"2713" 0.26492976 NA
"2714" 0.26493582 NA
"2715" 0.2649466 NA
"2716" 0.26496066 NA
"2717" 0.2649733 NA
"2718" 0.26501926 NA
"2719" 0.26505139 NA
"2720" 0.26506662 NA
"2721" 0.26507308 NA
"2722" 0.26507718 NA
"2723" 0.26507852 NA
"2724" 0.26508228 NA
"2725" 0.2650999 NA
"2726" 0.26510472 NA
"2727" 0.26511027 NA
"2728" 0.26511616 NA
"2729" 0.26514169 NA
"2730" 0.26514184 NA
"2731" 0.26514968 NA
"2732" 0.26515456 NA
"2733" 0.26515501 NA
"2734" 0.26517313 "SITTING"
"2735" 0.26518438 NA
"2736" 0.26520944 NA
"2737" 0.26520945 NA
"2738" 0.26524751 NA
"2739" 0.26525509 NA
"2740" 0.26525873 NA
"2741" 0.2652675 NA
"2742" 0.26528812 NA
"2743" 0.26529337 NA
"2744" 0.26530158 NA
"2745" 0.26530725 NA
"2746" 0.26532613 NA
"2747" 0.26532664 NA
"2748" 0.26537379 "WALKING"
"2749" 0.26537804 NA
"2750" 0.26539595 NA
"2751" 0.26541606 NA
"2752" 0.2654279 NA
"2753" 0.26544204 NA
"2754" 0.26544227 NA
"2755" 0.26545935 NA
"2756" 0.26549057 NA
"2757" 0.26551623 NA
"2758" 0.26553411 NA
"2759" 0.26554984 NA
"2760" 0.26559921 "WALKING_UPSTAIRS"
"2761" 0.26561363 "WALKING_DOWNSTAIRS"
"2762" 0.26562266 NA
"2763" 0.26562294 NA
"2764" 0.26563017 "WALKING_DOWNSTAIRS"
"2765" 0.26564055 NA
"2766" 0.26564174 NA
"2767" 0.2656438 NA
"2768" 0.26564691 NA
"2769" 0.26565644 NA
"2770" 0.26566627 NA
"2771" 0.26567611 NA
"2772" 0.26568089 NA
"2773" 0.26568148 NA
"2774" 0.26569797 "WALKING_UPSTAIRS"
"2775" 0.26570744 NA
"2776" 0.26571791 NA
"2777" 0.26573827 "WALKING_DOWNSTAIRS"
"2778" 0.26574925 NA
"2779" 0.26575633 NA
"2780" 0.26575678 NA
"2781" 0.26575952 NA
"2782" 0.26580166 "WALKING_UPSTAIRS"
"2783" 0.26580577 "WALKING"
"2784" 0.26582646 "WALKING_DOWNSTAIRS"
"2785" 0.26583708 NA
"2786" 0.26583983 NA
"2787" 0.26585015 NA
"2788" 0.26585755 NA
"2789" 0.26586497 NA
"2790" 0.26588375 NA
"2791" 0.26592679 NA
"2792" 0.2659384 "STANDING"
"2793" 0.26595632 "STANDING"
"2794" 0.26596172 NA
"2795" 0.26597905 NA
"2796" 0.26598628 NA
"2797" 0.26601834 NA
"2798" 0.26603144 NA
"2799" 0.26603638 NA
"2800" 0.26606315 NA
"2801" 0.26607705 NA
"2802" 0.26609928 NA
"2803" 0.26611936 NA
"2804" 0.26612465 NA
"2805" 0.26614418 NA
"2806" 0.26616299 NA
"2807" 0.26618628 NA
"2808" 0.26618739 NA
"2809" 0.26619674 "SITTING"
"2810" 0.26622024 NA
"2811" 0.2662233 NA
"2812" 0.26625518 NA
"2813" 0.26632721 NA
"2814" 0.26632973 "WALKING_UPSTAIRS"
"2815" 0.26633272 "WALKING_DOWNSTAIRS"
"2816" 0.26633797 "WALKING_DOWNSTAIRS"
"2817" 0.26637773 NA
"2818" 0.26641035 NA
"2819" 0.26641823 "SITTING"
"2820" 0.26642111 NA
"2821" 0.26642533 NA
"2822" 0.26643709 NA
"2823" 0.26643792 NA
"2824" 0.26651943 NA
"2825" 0.2665247 NA
"2826" 0.26653921 NA
"2827" 0.26654807 "SITTING"
"2828" 0.26657145 NA
"2829" 0.26659054 NA
"2830" 0.26660446 NA
"2831" 0.26660568 NA
"2832" 0.26663115 "WALKING_UPSTAIRS"
"2833" 0.26665211 NA
"2834" 0.26665276 NA
"2835" 0.26665366 NA
"2836" 0.26665426 NA
"2837" 0.26666563 NA
"2838" 0.26668079 NA
"2839" 0.26668265 NA
"2840" 0.26670311 NA
"2841" 0.26674396 NA
"2842" 0.26675735 NA
"2843" 0.26677822 NA
"2844" 0.26679176 NA
"2845" 0.26679666 NA
"2846" 0.26681931 NA
"2847" 0.26682128 "WALKING"
"2848" 0.26682361 NA
"2849" 0.266855 NA
"2850" 0.26686194 NA
"2851" 0.26686273 NA
"2852" 0.26686962 NA
"2853" 0.26688016 "WALKING"
"2854" 0.26689552 "LAYING"
"2855" 0.26692099 NA
"2856" 0.26699524 NA
"2857" 0.26700257 NA
"2858" 0.26700955 "LAYING"
"2859" 0.26701878 NA
"2860" 0.26701921 NA
"2861" 0.26703037 NA
"2862" 0.26703075 "WALKING_DOWNSTAIRS"
"2863" 0.26705667 NA
"2864" 0.26706352 NA
"2865" 0.26710342 NA
"2866" 0.26710999 NA
"2867" 0.26711911 NA
"2868" 0.26712342 NA
"2869" 0.26712427 NA
"2870" 0.26712572 NA
"2871" 0.26713216 NA
"2872" 0.26716294 NA
"2873" 0.26716465 NA
"2874" 0.26716515 "SITTING"
"2875" 0.2671662 NA
"2876" 0.26718561 NA
"2877" 0.26719101 NA
"2878" 0.26720117 NA
"2879" 0.26720439 NA
"2880" 0.26722194 NA
"2881" 0.26722577 "SITTING"
"2882" 0.26725016 NA
"2883" 0.26725355 NA
"2884" 0.26728659 "SITTING"
"2885" 0.26729688 NA
"2886" 0.2673108 "WALKING_UPSTAIRS"
"2887" 0.26731751 "WALKING_DOWNSTAIRS"
"2888" 0.26732558 NA
"2889" 0.26732941 NA
"2890" 0.26735217 NA
"2891" 0.26736078 NA
"2892" 0.26737534 NA
"2893" 0.26741287 NA
"2894" 0.26741454 NA
"2895" 0.26744227 NA
"2896" 0.26747253 NA
"2897" 0.26748293 NA
"2898" 0.26748396 NA
"2899" 0.26749864 "WALKING"
"2900" 0.26752455 NA
"2901" 0.26752948 NA
"2902" 0.26753475 NA
"2903" 0.26753816 NA
"2904" 0.26756776 NA
"2905" 0.26760132 "WALKING"
"2906" 0.26761043 NA
"2907" 0.26761329 NA
"2908" 0.26762401 NA
"2909" 0.26762888 NA
"2910" 0.26763307 NA
"2911" 0.26764216 NA
"2912" 0.26767862 NA
"2913" 0.26768184 NA
"2914" 0.26768908 NA
"2915" 0.26769147 NA
"2916" 0.26769221 NA
"2917" 0.26773362 "WALKING_DOWNSTAIRS"
"2918" 0.26773609 NA
"2919" 0.26776838 NA
"2920" 0.26777081 NA
"2921" 0.26777634 NA
"2922" 0.26779776 NA
"2923" 0.26779951 NA
"2924" 0.26780132 NA
"2925" 0.26780324 NA
"2926" 0.26780563 NA
"2927" 0.26780915 "WALKING_UPSTAIRS"
"2928" 0.26781533 NA
"2929" 0.2678207 NA
"2930" 0.26782571 NA
"2931" 0.26783805 NA
"2932" 0.26784317 NA
"2933" 0.26786457 NA
"2934" 0.26787055 NA
"2935" 0.26788442 "WALKING_DOWNSTAIRS"
"2936" 0.26790345 NA
"2937" 0.26791366 "STANDING"
"2938" 0.26792103 NA
"2939" 0.26793729 NA
"2940" 0.26798135 NA
"2941" 0.26800319 "SITTING"
"2942" 0.26800921 NA
"2943" 0.26804369 "STANDING"
"2944" 0.2680665 NA
"2945" 0.26807737 NA
"2946" 0.26809455 NA
"2947" 0.26812381 "WALKING_DOWNSTAIRS"
"2948" 0.26812833 NA
"2949" 0.26812849 "STANDING"
"2950" 0.268135 NA
"2951" 0.26816371 NA
"2952" 0.26816504 NA
"2953" 0.26818145 NA
"2954" 0.26819263 NA
"2955" 0.26819376 NA
"2956" 0.26822482 NA
"2957" 0.26823055 NA
"2958" 0.26823494 NA
"2959" 0.26823516 NA
"2960" 0.26823856 "LAYING"
"2961" 0.26824726 NA
"2962" 0.26824771 NA
"2963" 0.26825472 "WALKING_DOWNSTAIRS"
"2964" 0.2682591 NA
"2965" 0.26826709 NA
"2966" 0.26828041 NA
"2967" 0.26828505 NA
"2968" 0.26830284 "SITTING"
"2969" 0.26831416 NA
"2970" 0.26831417 NA
"2971" 0.2683208 NA
"2972" 0.26833708 NA
"2973" 0.26835308 NA
"2974" 0.26835721 "LAYING"
"2975" 0.26836646 NA
"2976" 0.26839248 NA
"2977" 0.26839818 NA
"2978" 0.26841076 "SITTING"
"2979" 0.26841309 NA
"2980" 0.26842141 NA
"2981" 0.26842959 NA
"2982" 0.26843012 NA
"2983" 0.26844106 NA
"2984" 0.26844345 NA
"2985" 0.26845129 NA
"2986" 0.26845987 NA
"2987" 0.26846403 NA
"2988" 0.26846936 NA
"2989" 0.26847593 NA
"2990" 0.26849077 NA
"2991" 0.26849556 NA
"2992" 0.26850012 NA
"2993" 0.26851452 NA
"2994" 0.26852186 "SITTING"
"2995" 0.26853036 NA
"2996" 0.26854936 NA
"2997" 0.26854972 NA
"2998" 0.26855745 "WALKING_DOWNSTAIRS"
"2999" 0.26856146 NA
"3000" 0.26857249 "SITTING"
"3001" 0.2685761 NA
"3002" 0.2685778 NA
"3003" 0.26860474 NA
"3004" 0.26861196 NA
"3005" 0.26865095 "WALKING"
"3006" 0.26865532 NA
"3007" 0.2686579 NA
"3008" 0.26866146 NA
"3009" 0.26867077 NA
"3010" 0.26870108 NA
"3011" 0.26870402 "SITTING"
"3012" 0.26872071 "STANDING"
"3013" 0.26872938 NA
"3014" 0.26873101 NA
"3015" 0.26874047 NA
"3016" 0.26875287 "STANDING"
"3017" 0.26876562 NA
"3018" 0.26878973 NA
"3019" 0.26880145 NA
"3020" 0.26881092 NA
"3021" 0.26881216 "WALKING_UPSTAIRS"
"3022" 0.26881223 NA
"3023" 0.26882726 NA
"3024" 0.26883154 NA
"3025" 0.26883679 NA
"3026" 0.26883746 NA
"3027" 0.26884023 NA
"3028" 0.26884497 "LAYING"
"3029" 0.26884884 "SITTING"
"3030" 0.2688529 NA
"3031" 0.26885606 NA
"3032" 0.26886864 NA
"3033" 0.26889439 "SITTING"
"3034" 0.26889811 "WALKING_UPSTAIRS"
"3035" 0.26889989 NA
"3036" 0.26891126 NA
"3037" 0.26893499 NA
"3038" 0.26894082 NA
"3039" 0.26894842 NA
"3040" 0.26896048 "SITTING"
"3041" 0.26897481 NA
"3042" 0.26897692 NA
"3043" 0.26899571 NA
"3044" 0.2689962 "WALKING_UPSTAIRS"
"3045" 0.26899863 NA
"3046" 0.26902075 NA
"3047" 0.26902148 "LAYING"
"3048" 0.26902515 "WALKING_UPSTAIRS"
"3049" 0.26903001 NA
"3050" 0.26903664 NA
"3051" 0.26904361 NA
"3052" 0.26905233 NA
"3053" 0.26905657 NA
"3054" 0.2690589 NA
"3055" 0.26906631 "WALKING_UPSTAIRS"
"3056" 0.26906703 NA
"3057" 0.2690731 NA
"3058" 0.26908585 NA
"3059" 0.26909454 NA
"3060" 0.26911817 "SITTING"
"3061" 0.26915611 "WALKING_DOWNSTAIRS"
"3062" 0.26915861 NA
"3063" 0.26917577 NA
"3064" 0.26918595 NA
"3065" 0.26920113 NA
"3066" 0.26920787 NA
"3067" 0.26921389 NA
"3068" 0.26923511 NA
"3069" 0.26924134 NA
"3070" 0.26924174 "WALKING_DOWNSTAIRS"
"3071" 0.26924752 NA
"3072" 0.26924877 NA
"3073" 0.26925111 NA
"3074" 0.26925765 NA
"3075" 0.26927465 NA
"3076" 0.26927723 "WALKING_DOWNSTAIRS"
"3077" 0.26928115 NA
"3078" 0.26928441 NA
"3079" 0.26929135 NA
"3080" 0.26929734 NA
"3081" 0.26930129 NA
"3082" 0.26931501 NA
"3083" 0.26931702 NA
"3084" 0.26932443 NA
"3085" 0.26932609 NA
"3086" 0.26933255 NA
"3087" 0.26933445 NA
"3088" 0.26934417 NA
"3089" 0.2693487 "SITTING"
"3090" 0.2693514 NA
"3091" 0.26935172 NA
"3092" 0.26937883 "SITTING"
"3093" 0.26939608 NA
"3094" 0.26941352 NA
"3095" 0.26942456 "SITTING"
"3096" 0.26942807 NA
"3097" 0.26944664 NA
"3098" 0.26946716 NA
"3099" 0.26948562 NA
"3100" 0.26949532 NA
"3101" 0.26949589 NA
"3102" 0.26949979 NA
"3103" 0.26951492 NA
"3104" 0.26952869 NA
"3105" 0.26952937 NA
"3106" 0.26953872 NA
"3107" 0.26954004 NA
"3108" 0.26955442 NA
"3109" 0.2695556 NA
"3110" 0.26957555 NA
"3111" 0.2696108 NA
"3112" 0.26963228 "WALKING_UPSTAIRS"
"3113" 0.26963359 NA
"3114" 0.26963511 "WALKING"
"3115" 0.26963511 NA
"3116" 0.26963572 NA
"3117" 0.26964536 NA
"3118" 0.26964699 NA
"3119" 0.26964756 NA
"3120" 0.26964991 NA
"3121" 0.26966106 NA
"3122" 0.26967447 "LAYING"
"3123" 0.26968282 NA
"3124" 0.26968843 NA
"3125" 0.26969343 NA
"3126" 0.26969574 NA
"3127" 0.26971518 NA
"3128" 0.26977036 NA
"3129" 0.2697761 NA
"3130" 0.26978972 NA
"3131" 0.26979358 NA
"3132" 0.26980626 "SITTING"
"3133" 0.26980693 NA
"3134" 0.2698107 NA
"3135" 0.26982297 NA
"3136" 0.26982789 NA
"3137" 0.26982823 NA
"3138" 0.26983818 NA
"3139" 0.26984928 NA
"3140" 0.26985762 NA
"3141" 0.26986302 NA
"3142" 0.26986927 NA
"3143" 0.26987008 NA
"3144" 0.26987496 NA
"3145" 0.26987789 NA
"3146" 0.26988257 NA
"3147" 0.26988527 NA
"3148" 0.26989043 NA
"3149" 0.26991783 NA
"3150" 0.2699298 NA
"3151" 0.26993152 NA
"3152" 0.26993466 "LAYING"
"3153" 0.26993613 NA
"3154" 0.26993962 NA
"3155" 0.26996758 NA
"3156" 0.26996961 NA
"3157" 0.27000223 NA
"3158" 0.27000874 NA
"3159" 0.27002674 NA
"3160" 0.27002851 NA
"3161" 0.27004613 NA
"3162" 0.27005936 NA
"3163" 0.27006221 NA
"3164" 0.27006628 NA
"3165" 0.27008255 NA
"3166" 0.27008378 "SITTING"
"3167" 0.27008436 NA
"3168" 0.27009168 NA
"3169" 0.27010097 "WALKING_DOWNSTAIRS"
"3170" 0.27010488 NA
"3171" 0.27010933 NA
"3172" 0.27010979 NA
"3173" 0.27011223 NA
"3174" 0.27011712 NA
"3175" 0.27012458 NA
"3176" 0.27012685 NA
"3177" 0.27013405 NA
"3178" 0.2701394 NA
"3179" 0.27014101 NA
"3180" 0.27014137 NA
"3181" 0.2701476 NA
"3182" 0.27015024 NA
"3183" 0.2701509 "SITTING"
"3184" 0.27015261 NA
"3185" 0.27016072 NA
"3186" 0.27016124 NA
"3187" 0.27016127 NA
"3188" 0.27016716 NA
"3189" 0.27021598 NA
"3190" 0.27022658 NA
"3191" 0.27023661 NA
"3192" 0.27024621 NA
"3193" 0.27024714 NA
"3194" 0.27025361 NA
"3195" 0.27025554 NA
"3196" 0.27025714 NA
"3197" 0.27026222 NA
"3198" 0.27026254 NA
"3199" 0.27026629 NA
"3200" 0.27027293 NA
"3201" 0.27027422 NA
"3202" 0.27027885 NA
"3203" 0.27028272 NA
"3204" 0.27028726 NA
"3205" 0.27029043 NA
"3206" 0.2702948 NA
"3207" 0.27029822 "WALKING_UPSTAIRS"
"3208" 0.27029958 NA
"3209" 0.2703222 NA
"3210" 0.27032666 NA
"3211" 0.2703342 NA
"3212" 0.270349 NA
"3213" 0.27035064 NA
"3214" 0.27037108 NA
"3215" 0.27037266 NA
"3216" 0.27037797 NA
"3217" 0.27038027 NA
"3218" 0.27040179 NA
"3219" 0.27040336 NA
"3220" 0.27040931 NA
"3221" 0.27041558 NA
"3222" 0.2704172 NA
"3223" 0.27043102 NA
"3224" 0.27043977 NA
"3225" 0.27043983 NA
"3226" 0.27044485 NA
"3227" 0.27044966 "STANDING"
"3228" 0.27045078 NA
"3229" 0.27046159 NA
"3230" 0.27046165 NA
"3231" 0.27046247 NA
"3232" 0.27046838 "LAYING"
"3233" 0.27047249 "WALKING_UPSTAIRS"
"3234" 0.27047919 NA
"3235" 0.27048479 NA
"3236" 0.27050008 NA
"3237" 0.27050315 NA
"3238" 0.27050501 "SITTING"
"3239" 0.27051085 NA
"3240" 0.27051319 NA
"3241" 0.27051424 NA
"3242" 0.27051564 NA
"3243" 0.27052 "WALKING"
"3244" 0.2705239 NA
"3245" 0.27052624 NA
"3246" 0.27052779 NA
"3247" 0.27053085 NA
"3248" 0.27053774 "LAYING"
"3249" 0.27055607 "WALKING_DOWNSTAIRS"
"3250" 0.27056351 NA
"3251" 0.27056768 NA
"3252" 0.27059467 NA
"3253" 0.27059768 NA
"3254" 0.2706148 NA
"3255" 0.27062161 NA
"3256" 0.27062336 NA
"3257" 0.27062401 NA
"3258" 0.2706278 NA
"3259" 0.27063567 "LAYING"
"3260" 0.27063663 NA
"3261" 0.27064646 NA
"3262" 0.27066724 "WALKING_UPSTAIRS"
